latitude,longitude,temperature,ph,conductivity
28.13439369,-80.59390259,0,0,-1023
28.13439369,-80.59390259,0,0,-1023
28.13439369,-80.59390259,0,0,-1023
28.13439369,-80.59390259,0,0,-1023
28.13439369,-80.59390259,0,0,-1023
28.13439178,-80.59390259,0,0,-1023
28.13439178,-80.59390259,0,0,-1023
28.13439178,-80.59390259,0,0,-1023
28.13439178,-80.59390259,0,0,-1023
28.13439178,-80.59390259,0,0,-1023
28.13439178,-80.59390259,0,0,-1023
28.13439178,-80.59390259,0,0,-1023
28.13439178,-80.59390259,0,0,-1023
28.13439178,-80.59390259,0,0,-1023
28.13439178,-80.59390259,0,0,-1023
28.13439178,-80.59390259,0,0,-1023
28.13439178,-80.59390259,0,0,-1023
28.13439178,-80.59390259,0,0,-1023
28.13439178,-80.59390259,0,0,-1023
28.13439178,-80.59390259,0,0,-1023
28.13439178,-80.59390259,0,0,-1023
28.13439178,-80.59390259,0,0,-1023
28.13439178,-80.59390259,0,0,-1023
28.13439178,-80.59390259,0,0,-1023
28.13439178,-80.59390259,0,0,-1023
28.13439178,-80.59390259,0,0,-1023
28.13439178,-80.59390259,0,0,-1023
28.13439178,-80.59390259,0,0,-1023
28.13439178,-80.59390259,0,0,-1023
28.13439178,-80.59390259,0,0,-1023
28.13439178,-80.59390259,0,0,-1023
28.1343956,-80.59390259,0,0,-1023
28.13439178,-80.59390259,0,0,-1023
28.13439941,-80.59389496,0,0,-1023
28.13439751,-80.59390259,0,0,-1023
28.13440132,-80.59389496,0,0,-1023
28.13439941,-80.59389496,0,0,-1023
28.13440514,-80.59389496,0,0,-1023
28.13440514,-80.59389496,0,0,-1023
28.13440514,-80.59389496,0,0,-1023
28.13440514,-80.59389496,0,0,-1023
28.13440514,-80.59389496,0,0,-1023
28.13440704,-80.59389496,0,0,-1023
28.13440704,-80.59389496,0,0,-1023
28.13440704,-80.59389496,0,0,-1023
28.13440704,-80.59389496,0,0,-1023
28.13440704,-80.59389496,0,0,-1023
28.13440704,-80.59389496,0,0,-1023
28.13440704,-80.59389496,0,0,-1023
28.13440895,-80.59389496,0,0,-1023
28.13440895,-80.59389496,0,0,-1023
28.13440895,-80.59388733,0,0,-1023
28.13440895,-80.59388733,0,0,-1023
28.13440895,-80.59388733,0,0,-1023
28.13440895,-80.59388733,0,0,-1023
28.13440895,-80.59388733,0,0,-1023
28.13440895,-80.59388733,0,0,-1023
28.13440895,-80.59388733,0,0,-1023
28.13440895,-80.59388733,0,0,-1023
28.13440895,-80.59388733,0,0,-1023
28.13440895,-80.59388733,0,0,-1023
28.13441086,-80.59388733,0,0,-1023
28.13441086,-80.59388733,0,0,-1023
28.13441086,-80.59388733,0,0,-1023
28.13441086,-80.59388733,0,0,-1023
28.13441086,-80.59388733,0,0,-1023
28.13441086,-80.59388733,0,0,-1023
28.13441086,-80.59388733,0,0,-1023
28.13441086,-80.59388733,0,0,-1023
28.13441086,-80.59388733,0,0,-1023
28.13441086,-80.59388733,0,0,-1023
28.13441086,-80.59388733,0,0,-1023
28.13441086,-80.59388733,0,0,-1023
28.13440895,-80.59388733,0,0,-1023
28.13440895,-80.59388733,0,0,-1023
28.13441086,-80.59388733,0,0,-1023
28.13441086,-80.59388733,0,0,-1023
28.13441086,-80.59388733,0,0,-1023
28.13441086,-80.59388733,0,0,-1023
28.13441086,-80.59388733,0,0,-1023
28.13441086,-80.59388733,0,0,-1023
28.13441086,-80.59388733,0,0,-1023
28.13441086,-80.59388733,0,0,-1023
28.13441086,-80.59388733,0,0,-1023
28.13441086,-80.59388733,0,0,-1023
28.13441086,-80.59388733,0,0,-1023
28.13441086,-80.59388733,0,0,-1023
28.13441086,-80.59388733,0,0,-1023
28.13441086,-80.59388733,0,0,-1023
28.13441086,-80.59388733,0,0,-1023
28.13441086,-80.59388733,0,0,-1023
28.13441086,-80.59388733,0,0,-1023
28.13441086,-80.59388733,0,0,-1023
28.13440895,-80.59388733,0,0,-1023
28.13441086,-80.59388733,0,0,-1023
